sat,tothrs,colgpa,athlete,hsize,hsrank,hsperc,female
950,114,2.6199999,0,2.47,26,10.52632,1
960,92,3.03,1,2.6500001,42,15.84906,0
1310,15,3.46,0,1.6799999,6,3.571429,1
1030,14,.85000002,0,2.73,59,21.611719,0
1160,42,2.02,0,3.8900001,36,9.2544975,0
1180,15,3.0599999,0,2.46,44,17.886181,0
1080,17,1.17,0,4.04,63,15.59406,0
950,13,2.8399999,0,1.59,18,11.32076,0
1170,14,3.28,0,1.71,4,2.3391809,0
790,79,2.5899999,0,4.02,64,15.9204,1
940,73,2.4200001,0,6,281,46.833328,0
1090,38,1.92,0,6.5,71,10.92308,0
1280,101,3.3900001,0,6,54,9,1
1270,116,3.8399999,0,6,1,.1666667,0
1090,11,2.54,0,7.1999998,269,37.361111,1
1360,108,3.97,0,4.5900002,1,.2178649,1
1320,119,3.21,0,4.5900002,17,3.7037041,0
910,15,3.0599999,0,4.8400002,133,27.47934,0
880,40,2.0699999,0,1.7,31,18.235291,0
1110,50,2.9400001,0,1.26,9,7.1428571,0
990,72,2.2,0,1.61,30,18.633539,0
1250,49,4,0,4.6900001,1,.2132196,0
770,43,2.1099999,0,1.37,22,16.05839,0
890,17,2.8800001,0,1.83,22,12.02186,0
1220,113,3,0,1.72,15,8.7209301,0
1220,84,3.21,0,2.25,5,2.2222221,0
1130,13,2.53,0,6.6300001,276,41.62896,0
970,17,2.23,0,6.6300001,212,31.97587,0
1230,56,3.0699999,0,6.75,35,5.185185,1
1050,89,2.3299999,0,5.9499998,59,9.915966,1
1350,48,3.8499999,0,6.75,7,1.037037,0
870,44,2.22,0,6.75,259,38.370369,0
890,50,3.3599999,0,6.75,59,8.7407408,1
970,15,3.8,0,.74000001,2,2.702703,0
1220,50,3.0999999,0,4.2199998,95,22.51185,0
1040,62,3.04,0,4.8200002,27,5.6016598,0
920,105,2.8299999,1,4.7399998,244,51.476791,0
940,46,2.6900001,0,.1,3,30,1
1060,38,2.78,0,1.21,18,14.87603,1
720,10,1.4,0,1.14,31,27.19298,1
900,95,2.1600001,1,1.99,52,26.13065,0
980,13,4,0,.72000003,2,2.7777779,1
1000,14,3.0699999,0,.72000003,6,8.333333,1
1270,18,3.6600001,0,2.0999999,7,3.333333,0
990,77,2.1199999,0,1.96,6,3.061224,0
1000,14,2.4200001,0,2.6600001,43,16.165409,0
1240,19,2.21,0,4.5599999,56,12.2807,0
500,121,2.02,1,4.75,145,30.52632,0
1300,80,3.3800001,0,2.6500001,4,1.509434,0
1360,18,2.8299999,0,2.4100001,35,14.52282,0
910,47,2.51,0,2.29,36,15.72052,1
930,100,2.3599999,0,1.39,7,5.0359712,1
970,112,2.45,0,2.25,15,6.666667,0
960,46,2.8,0,2.3499999,32,13.61702,0
940,92,2.97,0,3.3499999,11,3.283582,1
830,64,1.7,0,1.92,67,34.895828,0
1120,126,2.0999999,0,2.3299999,23,9.8712444,0
1130,53,2.71,0,1.95,4,2.0512819,0
980,50,2.9400001,0,2.6500001,17,6.4150939,0
790,18,1.05,0,2.76,68,24.63768,0
1030,48,2.79,0,3.26,26,7.9754601,0
990,82,2.8599999,0,3.6199999,20,5.5248618,1
880,50,2.9400001,0,3.26,19,5.8282208,1
970,96,2.28,1,1.84,27,14.67391,0
960,46,1.73,1,1.7,27,15.88235,0
1230,15,3.53,0,4.8099999,48,9.9792099,0
970,15,2.26,0,2.8499999,73,25.614031,1
930,78,2.8900001,0,3.1600001,57,18.037979,1
1110,86,3,0,3.48,102,29.310341,0
1100,63,2.74,0,3.6099999,99,27.42382,0
1310,116,3.6600001,0,6.0900002,19,3.119869,0
990,83,3.0999999,0,2.1600001,8,3.7037041,1
950,117,2.97,0,3.02,1,.3311258,0
1190,109,2.95,0,.79000002,46,58.227852,1
1120,74,2.55,0,4.2199998,98,23.22275,1
1240,118,3.46,0,4.25,37,8.7058821,0
1040,13,4,0,2.0999999,45,21.42857,0
880,61,1.6,0,2.0799999,107,51.44231,1
1060,15,3.0599999,1,6.5700002,141,21.461189,0
1010,16,2.8099999,0,6.5599999,266,40.548779,1
1090,44,2.4000001,0,3.1500001,38,12.06349,1
1220,74,3.21,0,3.1199999,3,.96153837,1
1120,15,4,0,2.78,4,1.438849,0
1160,52,3.26,0,2.1500001,26,12.09302,0
950,45,3.1300001,0,4.79,49,10.22964,1
1140,41,2.29,0,2.3299999,107,45.922749,0
1010,44,2.45,0,1.24,50,40.322578,1
1140,17,3.23,0,1.45,51,35.172409,1
1140,14,3.0699999,1,3.48,32,9.1954021,0
910,13,2.53,0,2.8499999,52,18.245609,0
1040,49,3.4400001,0,5.3600001,28,5.2238808,1
1300,51,3.05,0,1.05,1,.95238101,1
1130,17,3.1700001,0,1.42,35,24.64789,1
1200,46,2.6700001,0,1.24,15,12.09677,0
1170,17,3.8199999,0,1.3,6,4.6153851,0
910,11,4,0,4.2600002,156,36.61972,0
1010,12,1.91,1,2.3900001,43,17.991631,0
850,15,3.73,0,2.8199999,37,13.12057,0
1000,63,3.1400001,0,1.39,12,8.6330938,1
970,15,2.73,0,3.1600001,173,54.74683,0
1200,15,3.26,0,3.1900001,91,28.526649,0
930,82,2.9200001,0,2.6800001,50,18.656719,1
1160,18,3.05,0,.51999998,5,9.6153851,1
870,45,2.8,0,2.1400001,7,3.271028,1
980,45,2.6600001,0,3.77,151,40.053051,0
1260,76,3.47,0,.87,11,12.64368,0
910,84,3.52,0,4.3099999,8,1.856148,1
1010,53,2.26,0,1.97,18,9.1370554,0
1020,13,1.3,0,1.35,60,44.444439,0
910,15,2.8599999,1,3.48,177,50.862068,0
1160,47,3.1199999,0,4.6300001,32,6.911447,0
860,16,2.6199999,0,1.96,35,17.85714,0
920,112,3.8499999,0,2.3,20,8.695652,0
960,15,1.26,0,1.09,52,47.706421,1
760,74,2.3499999,0,1.73,47,27.167629,1
1000,16,2,0,4.8899999,98,20.040899,0
820,113,3.1199999,1,.94,43,45.744678,0
1000,15,1.6,0,2.96,64,21.62162,1
1300,78,3.1700001,0,2.46,80,32.520321,0
1140,17,4,0,2.49,1,.40160641,0
1190,44,2.97,0,3.03,22,7.260726,1
710,12,2.9100001,0,1.6900001,16,9.4674559,1
1080,105,2.4000001,0,2.8800001,81,28.125,0
1330,61,3,0,4.79,20,4.175365,0
1120,47,3.46,0,6.5799999,88,13.37386,1
920,86,2.8199999,0,6.1799998,123,19.90291,1
920,110,3.1500001,0,4.0700002,29,7.1253071,1
1060,120,2.6099999,0,4.3899999,32,7.2892938,1
940,45,2.04,1,1.79,49,27.3743,0
720,12,1,1,8.5,290,34.117649,0
1130,116,2.9400001,0,.77999997,56,71.794868,0
1070,52,3.9400001,0,4.3499999,25,5.7471271,0
1050,13,1.92,0,4.5799999,86,18.77729,1
970,13,3.0699999,0,1.9,37,19.47368,0
1130,17,2.3499999,0,6.0900002,82,13.4647,1
910,80,2.45,0,2.95,20,6.7796612,1
1180,15,2.2,0,7.3699999,165,22.38806,1
670,118,2.02,1,3.1500001,231,73.333344,0
1180,16,2,0,1.64,25,15.2439,0
1310,81,3.3399999,0,1.9299999,1,.51813471,0
1020,79,2.98,0,4.0799999,64,15.68627,1
1210,17,3.6400001,0,4.8600001,60,12.34568,0
1070,114,3.23,0,4.6100001,77,16.70282,1
1020,51,3.47,1,4.6799998,75,16.02564,1
880,111,2.72,0,4.3499999,96,22.06897,1
1140,14,3.78,0,.89999998,4,4.4444451,1
920,43,2.02,0,3.8599999,91,23.57513,1
1100,17,3.29,0,2.1099999,13,6.1611381,0
1040,73,2.5,1,2.9200001,85,29.109591,0
1150,78,2.47,0,5.0100002,73,14.57086,0
940,17,1.9400001,0,4.6700001,100,21.41328,1
870,81,2,0,.38999999,28,71.794868,1
1110,109,2.9000001,0,4.9099998,71,14.46029,1
1070,48,1.97,0,6.0900002,71,11.65846,1
1050,126,3.46,0,1.65,35,21.21212,0
1140,86,3.3900001,0,1.24,16,12.90323,1
1250,101,2.45,0,2.46,62,25.203251,0
890,12,2,0,1.5,104,69.333344,1
990,55,3.3599999,0,1.45,13,8.965517,0
1100,82,2.9200001,0,1.86,37,19.892469,0
1070,15,3.9300001,0,2.1900001,17,7.762557,0
990,89,2.55,0,1.52,58,38.15789,1
1210,17,2.8199999,0,2.5799999,24,9.3023252,0
1150,17,3,0,2.49,36,14.45783,0
1060,49,3.6099999,0,2.3299999,12,5.1502151,1
1090,14,2.71,0,3.0899999,92,29.77346,0
1030,97,2.01,1,3.8399999,129,33.59375,0
1090,110,2.75,0,6.9299998,195,28.138531,0
990,66,2.5999999,0,1.5599999,26,16.66667,0
1020,17,2.52,0,5.6199999,230,40.92527,1
1100,75,2.3399999,0,2.76,98,35.507252,0
1110,42,1.92,0,5.1900001,233,44.894032,0
1040,14,1.85,0,5.54,202,36.46209,1
1120,17,3.4100001,0,3.3800001,54,15.97633,0
890,18,1.4400001,0,.1,9,90,1
900,78,2.0699999,0,1.6900001,24,14.20118,1
1110,44,3.1300001,0,5.0100002,93,18.56287,1
740,118,2.98,0,1.54,40,25.97403,0
1010,48,2.5599999,0,3.3599999,116,34.523811,0
1090,13,2.1500001,0,3.3299999,155,46.546551,0
950,13,3.53,0,3.3299999,28,8.4084082,1
1080,46,2.04,0,.79000002,42,53.164558,1
1070,16,2.1800001,0,8.6199999,419,48.607891,0
1200,50,2.8199999,0,.73000002,24,32.876709,0
1090,50,2.3399999,0,3.5999999,170,47.222221,1
910,15,3,0,3.23,122,37.770901,1
1020,62,2.96,0,4.3800001,191,43.607311,1
1030,44,2.22,0,3.5,136,38.85714,1
880,71,2.49,1,3.7,165,44.594589,0
1080,119,2.6800001,0,2.4000001,54,22.5,0
890,44,2.6800001,0,3.73,146,39.14209,1
1060,43,2.8800001,0,3.73,73,19.571039,1
1190,121,3.9000001,0,3.8900001,1,.25706941,1
880,49,2.8299999,0,3.73,130,34.852551,1
990,43,3.3699999,0,3.73,65,17.42627,0
1040,50,1.9400001,0,3.73,192,51.474529,0
920,110,2.8299999,0,5.0599999,140,27.66798,1
1070,14,2.5699999,0,4.6900001,177,37.739868,0
1100,16,2.8099999,0,6.4000001,189,29.53125,0
1200,49,3.5699999,0,6.4099998,36,5.6162248,0
1180,81,3.3199999,0,6.4899998,49,7.550077,0
1020,17,3.05,0,1.9,32,16.84211,1
1110,41,2.97,1,6.0900002,17,2.791461,0
1040,85,3.04,0,1.65,13,7.878788,0
1190,86,3.8399999,0,1.14,3,2.6315789,0
1010,16,2.25,0,3.21,102,31.7757,0
1250,47,3.8499999,0,1.41,5,3.5460989,1
1200,18,3.4400001,0,1.12,14,12.5,0
1100,82,2.6300001,0,5.1100001,61,11.93738,1
990,15,2.6600001,0,2.78,75,26.97842,1
1060,49,2.3599999,0,3.1600001,106,33.5443,1
1050,16,3.5599999,0,2.78,67,24.100719,1
910,16,3.1800001,0,2.78,28,10.07194,0
950,45,3.0799999,0,3.1600001,65,20.56962,0
1040,41,1.95,0,2.46,107,43.49593,1
1100,17,2.76,0,4.8899999,113,23.108391,1
930,16,2.6800001,0,3.73,111,29.758711,0
1000,82,2.8099999,0,3.3499999,105,31.343281,1
920,124,3.46,0,1.52,21,13.81579,0
1120,14,2.21,0,.95999998,52,54.166672,0
1190,74,2.1400001,0,2.6400001,33,12.5,0
1200,78,2.71,0,1.1900001,54,45.378151,1
1010,39,2.3499999,1,7.71,129,16.73152,0
1190,54,2.79,0,2.03,20,9.8522167,0
930,49,2.6700001,0,1.84,57,30.97826,0
1220,15,1.86,0,2.21,150,67.873306,0
1000,17,2.3499999,0,.1,1,10,1
810,13,1,0,2.26,26,11.50443,0
1210,17,3.23,0,2.26,5,2.212389,0
920,53,3.0899999,0,2.0899999,26,12.44019,1
670,97,2.1199999,0,1.52,6,3.9473679,1
960,112,3.47,0,1.52,9,5.921052,1
820,19,2.5699999,0,1.66,26,15.66265,1
910,81,2.5999999,0,1.58,31,19.620251,0
720,121,2.5899999,0,1.52,14,9.2105265,1
900,90,2.22,0,1.58,7,4.4303799,1
1040,115,2.8399999,0,1.52,21,13.81579,0
740,104,3.02,0,1.52,9,5.921052,1
1220,109,2.5799999,0,1.52,1,.65789467,1
850,17,2.3499999,0,1.66,34,20.48193,0
710,15,2.73,0,1.66,20,12.04819,0
1430,17,3.76,0,1.66,1,.60240972,0
880,15,2.6600001,0,.2,9,45,1
1130,48,4,0,.28999999,2,6.8965521,1
1000,14,2.4200001,1,.2,11,55,0
1010,99,2.9200001,0,2.9000001,19,6.551724,0
1390,123,2.77,0,2.9000001,2,.68965518,0
1020,87,3.05,0,3.22,68,21.11801,0
880,110,2.71,0,2.9000001,45,15.51724,0
1030,14,1.92,0,2.1500001,33,15.34884,0
1000,67,2.3199999,0,2.7,40,14.81481,0
880,16,3.3699999,0,2.1500001,41,19.069771,0
1170,53,3.8099999,0,2.75,3,1.090909,0
1280,124,3.9200001,0,2.9000001,4,1.37931,1
820,119,2.54,0,2.9000001,20,6.8965521,1
1190,111,3.6099999,0,2.9000001,7,2.4137931,1
790,17,2.05,1,2.3499999,90,38.297871,0
1070,49,2.9300001,0,2.75,61,22.18182,0
1110,17,3.1099999,0,2.1500001,75,34.88372,0
980,117,2.98,0,5.75,65,11.30435,1
1270,16,3.6199999,0,2.1500001,23,10.69767,0
1090,49,2.6700001,0,2.75,19,6.909091,0
990,105,1.87,0,2.9000001,40,13.7931,0
1000,15,2.1300001,0,2.6199999,35,13.35878,0
1060,17,2.5799999,0,2.6199999,30,11.45038,1
1090,17,3.4100001,0,2.53,24,9.486166,1
1080,74,2.5,0,2.3599999,42,17.79661,0
920,16,3.4300001,0,2.53,23,9.090909,1
1430,53,3.9400001,0,2.24,2,.89285707,0
1320,82,3.6300001,0,2.3599999,1,.42372879,1
1040,16,2.0599999,0,2.53,31,12.25296,1
950,17,2.8199999,0,2.3599999,80,33.8983,1
970,113,2.6900001,0,2.22,34,15.31532,0
1090,60,3.03,0,2.3599999,27,11.44068,1
980,96,3.6500001,0,2.22,9,4.0540538,1
1080,16,3,0,2.53,28,11.06719,1
860,108,2.74,0,.14,6,42.85714,1
910,14,2.6400001,0,.25999999,5,19.23077,1
1010,22,3.1800001,0,.25999999,7,26.92308,0
1010,47,1.59,0,2.8,107,38.214291,0
1120,42,2.73,0,2.8,5,1.785714,0
950,117,3.1099999,0,2.8,17,6.0714288,1
780,76,3.6700001,0,2.8,36,12.85714,1
1130,81,3.3699999,0,2.8,16,5.7142859,1
940,10,2.2,0,3.4000001,53,15.58823,1
1020,44,3.1800001,0,2.8,20,7.1428571,1
1020,108,2.75,0,2.8,36,12.85714,1
890,76,3.3599999,0,2.8,18,6.4285712,1
1070,13,1.92,0,3.4000001,108,31.764709,0
850,123,2.5699999,0,2.8,52,18.57143,0
1330,50,3.6400001,0,2.8,10,3.571429,0
890,12,2.75,0,2.8,87,31.07143,1
1080,12,3.1600001,0,3.4000001,9,2.647059,0
950,51,2.6199999,0,2.8,74,26.42857,1
1230,50,3.8800001,0,2.8,1,.3571429,1
870,20,2.6500001,0,3.4000001,152,44.705879,0
1290,78,2.52,0,2.8,62,22.14286,0
1120,48,2.45,0,2.8,14,5,0
1220,77,3.02,0,2.8,6,2.1428571,1
790,43,2.3199999,0,2.8,44,15.71429,1
1200,47,4,0,2.8,1,.3571429,1
890,18,1.55,0,3.4000001,88,25.882351,1
1060,17,3.23,0,3.4000001,23,6.7647061,0
1080,123,3.04,0,2.8,18,6.4285712,1
1050,48,3.1600001,0,2.8,41,14.64286,0
850,77,2.28,0,2.8,61,21.785721,1
740,97,1.95,1,2.8,149,53.214291,0
920,114,2.1400001,0,2.8,31,11.07143,1
1120,15,1.13,0,3.4000001,56,16.470591,0
1050,16,3,0,3.4000001,20,5.8823528,1
1360,18,2.77,0,3.4000001,27,7.9411759,0
1230,44,1.9299999,0,2.8,17,6.0714288,1
890,83,2.5599999,0,2.8,44,15.71429,1
940,127,1.96,0,2.8,50,17.85714,1
1020,45,2.4200001,0,2.8,95,33.92857,0
980,13,2,0,3.4000001,109,32.058819,0
1050,16,2.1199999,0,3.4000001,43,12.64706,0
1000,14,2.5,0,3.4000001,28,8.2352943,1
940,45,2.6600001,0,2.8,26,9.2857141,0
1110,10,2.5999999,0,3.4000001,25,7.352941,1
1080,86,2.1800001,0,2.8,46,16.42857,0
850,21,1.85,0,2.8,95,33.92857,1
920,88,1.84,0,2.8,84,30,0
970,50,3.3199999,0,2.8,25,8.9285717,1
1030,118,2.8199999,0,2.8,28,10,0
820,47,2.1199999,0,2.8,65,23.214279,1
800,11,1,0,3.4000001,71,20.882351,0
910,82,2.8900001,0,2.8,71,25.35714,1
1040,16,2.8099999,0,3.4000001,30,8.8235292,1
960,48,1.6799999,0,1.6799999,5,2.976191,1
960,17,2.05,0,1.5700001,9,5.7324839,1
1110,48,2.6400001,0,.28,16,57.14286,0
1190,78,2.73,0,2.95,23,7.7966099,1
1090,16,3.0599999,0,2.51,33,13.14741,1
780,71,2.3800001,1,2.74,118,43.065689,0
1110,67,3,0,2.95,9,3.050848,0
980,95,2.21,0,2.74,13,4.744525,1
840,88,2.3599999,0,2.95,19,6.4406781,1
930,16,1.3099999,0,2.51,22,8.7649403,1
840,44,2.27,1,2.1199999,75,35.377361,0
1090,52,1.84,0,2.1199999,107,50.471699,0
1030,41,2.21,0,2.1199999,70,33.018871,0
770,15,2.26,0,2.51,24,9.5617533,1
1280,45,4,0,2.1199999,1,.47169811,0
930,29,2.03,0,2.1199999,25,11.79245,0
1000,87,2.3599999,0,2.95,53,17.966101,1
870,13,1.3,0,2.51,36,14.34263,1
1070,47,2.27,0,2.95,13,4.4067798,0
910,52,2.9200001,0,2.1199999,7,3.301887,1
1040,81,2.8199999,0,2.95,39,13.22034,0
910,108,1.89,0,2.74,32,11.67883,0
1110,114,3.3699999,0,2.74,5,1.824818,1
950,81,2.7,0,2.95,40,13.55932,1
940,14,2.8499999,0,2.51,37,14.74104,1
1170,100,3.4300001,0,2.74,15,5.474452,0
860,78,2.23,0,2.95,27,9.1525421,1
1020,16,3.3099999,0,2.51,78,31.075701,0
930,42,1.9,0,2.1199999,24,11.32076,1
860,12,.25,0,2.51,35,13.94422,1
1190,42,3.47,0,2.1199999,6,2.830189,0
950,13,2.53,0,2.51,34,13.54582,0
930,80,2.27,0,2.95,56,18.983049,1
1190,106,3.4200001,0,2.74,1,.3649635,0
1070,46,2.26,0,2.1199999,85,40.094341,0
1120,14,3.71,0,1.36,1,.7352941,1
1070,17,3.05,0,1.36,12,8.8235292,0
920,14,2.5,0,1.36,4,2.9411759,1
1200,17,3.8199999,0,.76999998,3,3.8961041,1
1060,92,2.0999999,0,.76999998,3,3.8961041,1
1070,115,3.0999999,0,.76999998,4,5.1948051,1
1150,49,3.53,0,.80000001,1,1.25,1
1000,16,3.8099999,0,1.4,6,4.2857141,1
1240,15,2.53,0,1.4,10,7.1428571,0
1000,42,2.6900001,0,1.12,11,9.8214283,0
1190,41,2.0699999,0,1.12,12,10.71429,0
1060,100,3.1099999,0,1.4299999,1,.69930071,0
1180,17,3.5799999,0,1.23,2,1.626016,1
920,17,1.9400001,0,1.23,20,16.26016,0
1030,44,2.4300001,0,1.1799999,8,6.7796612,0
1080,17,2.8800001,0,1.26,8,6.349206,1
1110,63,3.0899999,0,1.1799999,3,2.5423729,1
1200,17,4,0,1.23,1,.81300813,0
980,47,2.02,0,1.1799999,27,22.881359,0
840,85,2.27,0,1.1799999,27,22.881359,1
1060,40,3.45,0,1.1799999,7,5.9322028,1
1230,79,3.5999999,0,1.1799999,1,.84745759,1
980,42,2.28,0,1.1799999,14,11.86441,1
870,55,1.87,0,1.5700001,16,10.19108,0
1340,47,3.48,0,1.5700001,1,.63694268,0
890,16,3.1199999,0,1.47,6,4.0816331,1
870,113,2.6700001,0,1.75,56,32,0
1080,17,2.1700001,0,1.46,36,24.65753,0
940,15,2.6600001,0,1.47,11,7.4829931,1
1230,17,3.5799999,0,1.54,1,.64935058,0
1050,17,2.1700001,0,1.47,7,4.7619052,0
1040,16,3.0599999,0,1.47,19,12.92517,0
990,118,2.3099999,0,1.75,19,10.85714,1
1050,17,1.88,0,1.47,18,12.2449,1
1020,84,3.47,0,1.63,16,9.8159513,1
1030,85,3.9000001,0,1.63,1,.61349702,1
830,48,2.3299999,0,1.5700001,21,13.3758,1
1180,45,3.04,0,1.5700001,6,3.821656,0
1020,16,2.0599999,0,.22,7,31.81818,0
890,11,1.72,0,.22,16,72.727272,0
990,77,3.5899999,0,.34,4,11.76471,1
1260,104,2.73,0,2.23,8,3.5874441,0
970,47,2.95,0,2.01,1,.4975124,1
710,13,1.76,0,2,29,14.5,1
810,105,2,0,2.23,10,4.4843049,0
920,14,1.5700001,0,2,13,6.5,1
930,16,2.5,0,2,83,41.5,0
1310,17,2.7,0,2,52,26,0
1260,51,2.01,0,2.01,4,1.99005,0
1170,77,2.24,0,2.03,6,2.9556651,0
1060,114,3.26,0,2.03,4,1.970443,1
1270,55,1.72,0,1.83,7,3.8251369,0
980,54,1.75,0,1.83,67,36.612019,0
1210,17,4,0,2.5799999,2,.77519381,0
880,12,2,0,2.5799999,65,25.1938,0
1260,43,2.8099999,0,1.83,4,2.185792,0
1030,48,2.5799999,0,1.83,22,12.02186,0
1060,18,3.05,0,2.5799999,18,6.9767442,0
900,49,2.5699999,0,1.83,20,10.92896,0
1030,44,2.0599999,0,1.83,23,12.56831,0
670,93,2.05,0,2.3299999,81,34.76395,0
1060,12,2.0799999,0,2.5799999,35,13.56589,0
1070,53,3.4100001,0,1.83,2,1.092896,1
1070,86,2.9000001,0,2.03,4,1.970443,1
800,11,1.72,0,2.5799999,53,20.542629,0
1180,20,2.95,0,2.5799999,37,14.34109,0
930,15,2.26,0,2.5799999,43,16.66667,1
860,16,2.4300001,0,2.5799999,45,17.44186,1
930,18,3.6600001,0,2.5799999,5,1.937984,1
1060,17,2.76,0,1.88,2,1.06383,1
810,108,2.6900001,0,2,12,6,1
1280,53,2.73,0,.19,2,10.52632,0
1050,40,2.0999999,0,.20999999,14,66.666656,1
770,45,3.24,0,.47999999,7,14.58333,0
950,54,2.8800001,0,.49000001,1,2.0408161,1
870,10,2.5,0,1.3099999,7,5.3435121,0
750,38,2.3399999,0,.79000002,2,2.531646,1
870,13,3.3,0,.40000001,4,10,1
880,14,3.1400001,0,.40000001,5,12.5,0
920,105,2.21,0,.37,16,43.24324,0
810,14,2.71,0,.40000001,8,20,0
890,47,2.46,0,.44999999,8,17.777781,0
1020,14,1.71,0,.40000001,2,5,0
1110,109,2.4200001,0,.94,7,7.4468079,0
610,41,2.1400001,1,.97000003,61,62.8866,0
960,61,2.8099999,0,.94,4,4.2553191,0
920,12,1.66,0,.86000001,39,45.348839,0
870,15,2.2,0,.86000001,16,18.60465,0
1150,48,2.27,0,.73000002,10,13.69863,0
1370,48,2.72,0,.73000002,2,2.7397261,0
1020,12,2.8299999,0,.30000001,2,6.666667,0
960,15,1.4,0,.30000001,7,23.33333,0
1200,10,1.5,0,.30000001,6,20,1
970,92,2.55,0,1.96,24,12.2449,1
1010,17,2.4100001,0,2.3699999,32,13.50211,0
1210,17,2.8199999,0,2.3699999,7,2.9535871,0
1050,16,3.1800001,0,2.3699999,9,3.7974679,1
990,17,2.47,0,2.3699999,14,5.9071732,1
1050,122,2.8399999,0,1.92,25,13.02083,1
1000,38,1.9400001,0,1.7,11,6.4705882,0
960,118,1.99,0,1.9,61,32.105259,0
1130,16,3.0599999,0,2.3699999,20,8.4388189,1
1040,116,3.24,0,.14,2,14.28571,0
1000,137,3.5799999,0,.14,1,7.1428571,1
1140,17,3.47,0,.1,2,20,0
710,51,2.3099999,0,.28,4,14.28571,0
1290,18,4,0,.44,1,2.272727,1
1240,103,3.1300001,0,1.84,3,1.630435,0
1000,13,2.23,0,1.63,5,3.0674851,0
890,79,2.48,0,.66000003,3,4.545455,0
1020,14,2.3499999,0,.56,6,10.71429,1
1010,113,2.3199999,0,2.5599999,21,8.203125,1
1040,81,3.02,0,3.1700001,14,4.4164038,1
1010,16,2.3699999,0,2.95,78,26.44068,0
1050,49,3.02,0,2.6600001,10,3.759398,0
910,13,2.6900001,0,2.95,37,12.54237,1
1000,92,2.3,0,2.5599999,41,16.015631,1
990,20,2.95,0,2.95,105,35.59322,0
920,77,2.8399999,0,3.1700001,63,19.873819,0
1060,54,2.25,0,2.6600001,7,2.6315789,0
830,20,2.05,0,2.95,130,44.067791,1
990,54,3.53,0,2.6600001,8,3.007519,0
1320,92,3.55,0,2.5599999,10,3.90625,0
1100,13,3,0,3.1900001,6,1.880878,0
1090,15,3.73,0,2.95,3,1.0169491,1
760,12,2.0799999,1,2.95,140,47.45763,0
980,48,2.0999999,0,3.01,47,15.61462,0
1020,17,2.47,0,2.95,69,23.38983,1
1010,109,1.9,0,2.5599999,47,18.359381,0
890,49,3.1600001,0,2.6600001,14,5.2631578,0
1030,77,2.3199999,0,5.6999998,108,18.947371,1
1170,91,3.75,0,3.1700001,34,10.72555,0
720,45,2.8800001,0,3.1700001,30,9.4637222,1
1170,59,3.3699999,0,2.6800001,45,16.79104,0
890,15,1.66,0,3.1600001,108,34.177219,1
910,13,2.3,0,3.1600001,95,30.06329,0
1000,40,2.6500001,0,3.2,47,14.6875,1
900,48,1.8099999,0,3.2,83,25.9375,1
1050,42,3.76,0,3.2,16,5,1
1050,16,3.3699999,1,3.1600001,18,5.6962032,0
730,88,3.25,0,2.6800001,40,14.92537,0
1080,16,.75,0,3.1600001,84,26.582279,0
1090,16,2.1800001,0,3.1600001,39,12.34177,1
1230,51,3.5999999,0,3.2,13,4.0625,0
1070,13,2.8399999,0,3.1600001,15,4.7468352,0
1230,44,2.77,0,3.2,9,2.8125,1
940,10,.80000001,0,3.1600001,157,49.68354,0
920,11,2.3599999,0,3.1600001,51,16.13924,1
1450,18,3.77,0,3.3199999,10,3.012048,0
1060,46,3,0,3.2,46,14.375,0
970,15,2.4000001,0,2.3699999,99,41.772148,0
1160,71,4,0,2.03,5,2.4630539,1
1100,95,2.8599999,0,2.03,73,35.96059,0
880,110,2.1600001,0,2.03,73,35.96059,0
890,110,2.27,0,2.03,40,19.70443,1
1250,17,3.6400001,0,2.1099999,16,7.5829382,0
1390,76,3,0,2.03,13,6.4039412,0
1250,81,3.5,0,2.03,8,3.940887,1
1290,85,3.6500001,0,2.03,7,3.448276,1
870,51,3.21,0,2.1700001,67,30.87558,1
1100,111,3.3699999,0,2.03,14,6.8965521,0
1170,77,3.23,0,2.03,6,2.9556651,1
870,15,1.6,0,2.1099999,137,64.928909,0
1220,121,3.1400001,0,2.03,7,3.448276,0
970,35,2.0799999,0,2.1700001,139,64.055298,0
930,109,2.21,0,2.03,105,51.72414,0
1000,72,2.02,0,2.03,70,34.482761,1
1090,54,2.3099999,0,2.1700001,35,16.12903,1
1260,89,2.76,0,2.03,22,10.83744,0
870,16,3.3099999,0,2.1099999,32,15.16588,1
1060,87,3.9300001,0,2.03,28,13.7931,1
1030,57,2.96,0,2.1700001,29,13.36406,1
1040,98,2.3499999,0,2.03,72,35.467979,1
1220,72,2.55,0,2.03,34,16.74877,1
890,20,1.7,0,2.1099999,119,56.398109,0
870,35,2.3099999,0,2.1700001,98,45.161289,1
750,20,1.95,0,2.1099999,143,67.772507,0
940,57,3.3599999,0,2.1700001,57,26.267281,0
1030,16,3.25,0,2.1099999,18,8.5308056,1
1090,90,2.3599999,0,2.03,64,31.52709,0
1120,44,3.22,0,2.1700001,19,8.7557602,0
1020,15,3.53,0,2.24,25,11.16071,1
820,53,2.0899999,0,2.0899999,132,63.15789,0
1050,78,3.0699999,0,2.03,44,21.674879,0
970,98,2.21,0,2.03,53,26.10837,1
990,81,3.3800001,0,2.0799999,21,10.09615,1
1010,81,2.51,0,2.03,47,23.15271,1
